,Unnamed: 0,game_id,home_name,away_name,home_probable_pitcher,away_probable_pitcher,away_score,home_score,home_ERA,home_ER,home_R,home_SO,home_BB,home_SO/BB,home_WHIP,away_ERA,away_ER,away_R,away_SO,away_BB,away_SO/BB,away_WHIP,home_OBP,home_SLG,home_HR,home_R/G,home_BB_batting,home_SO_batting,home_IBB,away_home_OBP,away_home_SLG,away_home_HR,away_home_R/G,away_home_BB_batting,away_home_SO_batting,away_home_IBB,temp,condition,wind
2461,2396,744814,Washington Nationals,Colorado Rockies,DJ Herz,Austin Gomber,3,1,4.16,41.0,45.0,106.0,36.0,2.94,1.263,4.75,87.0,89.0,116.0,38.0,3.05,1.309,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,71.0,Partly Cloudy,"10 mph, In From LF"
2462,2397,745707,New York Yankees,Cleveland Guardians,Luis Gil,Matthew Boyd,9,5,3.5,59.0,60.0,171.0,77.0,2.22,1.193,2.72,12.0,16.0,46.0,13.0,3.54,1.134,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,69.0,Partly Cloudy,"10 mph, Out To RF"
2463,2398,744896,Toronto Blue Jays,Cincinnati Reds,José Berríos,Carson Spiers,3,10,3.6,77.0,79.0,153.0,54.0,2.83,1.154,5.46,55.0,59.0,80.0,27.0,2.96,1.533,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,68.0,Roof Closed,"0 mph, None"
2464,2399,745782,New York Mets,Baltimore Orioles,Jose Quintana,Dean Kremer,9,5,3.75,71.0,73.0,135.0,63.0,2.14,1.25,4.1,59.0,72.0,123.0,51.0,2.41,1.242,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,70.0,Clear,"10 mph, L To R"
2465,2400,747083,Atlanta Braves,Philadelphia Phillies,Reynaldo López,Zack Wheeler,1,3,1.99,30.0,32.0,148.0,42.0,3.52,1.106,2.57,57.0,62.0,224.0,52.0,4.31,0.955,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,81.0,Clear,"9 mph, Out To CF"
2466,2401,745136,St. Louis Cardinals,Milwaukee Brewers,Erick Fedde,Frankie Montas,3,2,3.3,65.0,66.0,154.0,52.0,2.96,1.162,4.84,81.0,89.0,148.0,66.0,2.24,1.367,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,76.0,Partly Cloudy,"11 mph, In From LF"
2467,2402,746839,Chicago Cubs,Detroit Tigers,Javier Assad,Alex Faedo,1,3,3.73,61.0,64.0,124.0,63.0,1.97,1.401,3.61,23.0,24.0,55.0,28.0,1.96,1.343,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,66.0,Clear,"10 mph, In From CF"
2468,2403,744978,Texas Rangers,Pittsburgh Pirates,Cody Bradford,Mitch Keller,4,0,3.54,30.0,32.0,70.0,13.0,5.38,1.009,4.25,84.0,90.0,166.0,50.0,3.32,1.303,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,74.0,Roof Closed,"0 mph, None"
2469,2404,746349,Houston Astros,Boston Red Sox,Ronel Blanco,Nick Pivetta,6,5,2.8,52.0,56.0,166.0,68.0,2.44,1.088,4.14,67.0,70.0,172.0,36.0,4.78,1.126,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,73.0,Roof Closed,"0 mph, None"
2470,2405,746266,Kansas City Royals,Los Angeles Angels,Cole Ragans,Tyler Anderson,9,5,3.14,65.0,71.0,223.0,67.0,3.33,1.143,3.81,76.0,83.0,142.0,73.0,1.95,1.288,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,74.0,Clear,"10 mph, R To L"
2471,2406,745624,Oakland Athletics,Tampa Bay Rays,Joey Estes,Shane Baz,1,0,5.01,71.0,73.0,92.0,27.0,3.41,1.23,3.06,27.0,28.0,69.0,27.0,2.56,1.059,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,75.0,Clear,"10 mph, Varies"
2472,2407,745374,San Diego Padres,Minnesota Twins,Martín Pérez,Bailey Ober,5,7,4.53,68.0,71.0,107.0,49.0,2.18,1.481,3.98,79.0,81.0,191.0,43.0,4.44,1.002,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,81.0,Clear,"13 mph, L To R"
2473,2408,745295,San Francisco Giants,Chicago White Sox,Robbie Ray,Davis Martin,1,4,4.7,16.0,16.0,43.0,15.0,2.87,1.141,4.32,24.0,25.0,47.0,23.0,2.04,1.46,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,69.0,Clear,"16 mph, Out To CF"
2474,2409,746107,Los Angeles Dodgers,Seattle Mariners,Walker Buehler,Bryce Miller,3,6,5.38,45.0,52.0,64.0,28.0,2.29,1.553,2.94,59.0,62.0,171.0,45.0,3.8,0.976,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,82.0,Clear,"4 mph, Out To RF"
2475,2410,745781,New York Mets,Baltimore Orioles,Sean Manaea,Cole Irvin,3,4,3.47,70.0,75.0,184.0,63.0,2.92,1.084,5.11,63.0,71.0,78.0,29.0,2.69,1.45,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,71.0,Sunny,"8 mph, L To R"
2476,2411,746350,Houston Astros,Boston Red Sox,Justin Verlander,Cooper Criswell,4,1,5.48,55.0,56.0,74.0,27.0,2.74,1.384,4.08,45.0,52.0,73.0,31.0,2.35,1.349,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,73.0,Roof Closed,"0 mph, None"
2477,2412,744973,Texas Rangers,Pittsburgh Pirates,Andrew Heaney,Domingo Germán,0,1,4.28,76.0,84.0,159.0,41.0,3.88,1.25,7.84,18.0,19.0,18.0,13.0,1.38,1.839,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,74.0,Roof Closed,"0 mph, None"
2478,2413,745297,San Francisco Giants,Chicago White Sox,Logan Webb,Garrett Crochet,6,2,3.47,79.0,83.0,172.0,50.0,3.44,1.231,3.58,58.0,61.0,209.0,33.0,6.33,1.068,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,66.0,Sunny,"11 mph, Out To CF"
2479,2414,745375,San Diego Padres,Minnesota Twins,Matt Waldron,Simeon Woods Richardson,11,4,4.91,80.0,84.0,133.0,40.0,3.33,1.261,4.17,62.0,63.0,117.0,48.0,2.44,1.294,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,78.0,Partly Cloudy,"10 mph, L To R"
2480,2415,746028,Miami Marlins,Arizona Diamondbacks,Roddery Muñoz,Jordan Montgomery,10,8,6.53,60.0,66.0,70.0,42.0,1.67,1.585,6.23,81.0,83.0,83.0,44.0,1.89,1.65,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,72.0,Roof Closed,"0 mph, None"
2481,2416,744812,Washington Nationals,Colorado Rockies,Mitchell Parker,Tanner Gordon,1,6,4.29,72.0,82.0,133.0,43.0,3.09,1.305,8.65,33.0,34.0,26.0,6.0,4.33,1.718,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,73.0,Clear,"4 mph, Out To RF"
2482,2417,745704,New York Yankees,Cleveland Guardians,Nestor Cortes,Joey Cantillo,1,8,3.77,73.0,74.0,162.0,39.0,4.15,1.153,4.89,21.0,22.0,44.0,15.0,2.93,1.293,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,70.0,Clear,"6 mph, R To L"
2483,2418,744893,Toronto Blue Jays,Cincinnati Reds,Yariel Rodríguez,Nick Martinez,11,7,4.47,43.0,46.0,85.0,40.0,2.13,1.315,3.1,49.0,56.0,116.0,18.0,6.44,1.026,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,70.0,Partly Cloudy,"11 mph, Out To LF"
2484,2419,747084,Atlanta Braves,Philadelphia Phillies,Max Fried,Aaron Nola,3,2,3.25,63.0,71.0,166.0,57.0,2.91,1.164,3.57,79.0,84.0,197.0,50.0,3.94,1.199,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,80.0,Partly Cloudy,"8 mph, Out To RF"
2485,2420,745138,St. Louis Cardinals,Milwaukee Brewers,Kyle Gibson,Tobias Myers,6,10,4.24,80.0,91.0,151.0,68.0,2.22,1.35,3.0,46.0,52.0,127.0,36.0,3.53,1.174,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,73.0,Clear,"8 mph, In From RF"
2486,2421,746837,Chicago Cubs,Detroit Tigers,Jameson Taillon,Beau Brieske,8,2,3.27,60.0,67.0,125.0,33.0,3.79,1.131,3.59,27.0,31.0,69.0,30.0,2.3,1.256,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,69.0,Clear,"7 mph, In From CF"
2487,2422,746267,Kansas City Royals,Los Angeles Angels,Michael Lorenzen,Johnny Cueto,0,3,3.31,48.0,49.0,97.0,60.0,1.62,1.235,7.15,9.0,9.0,6.0,3.0,2.0,1.5,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,76.0,Clear,"11 mph, In From RF"
2488,2423,745622,Oakland Athletics,Tampa Bay Rays,Mitch Spence,Ryan Pepiot,4,2,4.58,77.0,79.0,126.0,44.0,2.86,1.381,3.6,52.0,58.0,142.0,48.0,2.96,1.154,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,68.0,Clear,"9 mph, Varies"
2489,2424,746110,Los Angeles Dodgers,Seattle Mariners,Jack Flaherty,Logan Gilbert,4,8,3.17,57.0,61.0,194.0,38.0,5.11,1.068,3.23,75.0,83.0,220.0,37.0,5.95,0.887,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,79.0,Clear,"8 mph, Out To RF"
2490,2425,744815,Washington Nationals,Colorado Rockies,Patrick Corbin,Cal Quantrill,3,8,5.62,109.0,114.0,139.0,54.0,2.57,1.5,4.98,82.0,83.0,110.0,69.0,1.59,1.517,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,77.0,Partly Cloudy,"3 mph, In From LF"
2491,2426,745705,New York Yankees,Cleveland Guardians,Gerrit Cole,Gavin Williams,0,6,3.41,36.0,38.0,99.0,29.0,3.41,1.126,4.86,41.0,42.0,79.0,32.0,2.47,1.368,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,74.0,Partly Cloudy,"12 mph, Varies"
2492,2427,745137,St. Louis Cardinals,Milwaukee Brewers,Miles Mikolas,Freddy Peralta,0,3,5.35,102.0,106.0,122.0,25.0,4.88,1.276,3.68,71.0,74.0,200.0,68.0,2.94,1.215,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,77.0,Sunny,"7 mph, L To R"
2493,2428,746836,Chicago Cubs,Detroit Tigers,Justin Steele,Tyler Holton,2,10,3.07,46.0,54.0,135.0,37.0,3.65,1.099,2.19,23.0,25.0,77.0,17.0,4.53,0.784,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,75.0,Partly Cloudy,"4 mph, R To L"
2494,2429,745623,Oakland Athletics,Tampa Bay Rays,Osvaldo Bido,Jeffrey Springs,1,3,3.41,24.0,25.0,63.0,26.0,2.42,1.089,3.27,12.0,12.0,37.0,11.0,3.36,1.364,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,68.0,Partly Cloudy,"13 mph, Varies"
2495,2430,745465,Pittsburgh Pirates,Cincinnati Reds,Paul Skenes,Nick Lodolo,0,7,1.96,29.0,31.0,170.0,32.0,5.31,0.947,4.76,61.0,62.0,122.0,37.0,3.3,1.197,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,76.0,Clear,"4 mph, Calm"
2496,2431,744894,Toronto Blue Jays,Los Angeles Angels,Ryan Burr,Brock Burke,3,5,4.13,15.0,16.0,47.0,12.0,3.92,1.255,5.82,22.0,22.0,41.0,16.0,2.56,1.559,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,75.0,Partly Cloudy,"4 mph, L To R"
2497,2432,746998,Baltimore Orioles,Houston Astros,Corbin Burnes,Spencer Arrighetti,6,0,2.92,63.0,76.0,181.0,48.0,3.77,1.096,4.53,73.0,80.0,171.0,65.0,2.63,1.407,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,75.0,Clear,"3 mph, L To R"
2498,2433,747082,Atlanta Braves,Philadelphia Phillies,Spencer Schwellenbach,Cristopher Sánchez,2,3,3.35,46.0,49.0,127.0,23.0,5.52,1.043,3.32,67.0,76.0,153.0,44.0,3.48,1.244,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,79.0,Partly Cloudy,"6 mph, L To R"
2499,2434,745379,San Diego Padres,New York Mets,Dylan Cease,Luis Severino,8,3,3.47,73.0,80.0,224.0,65.0,3.45,1.067,3.91,79.0,86.0,161.0,60.0,2.68,1.242,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,74.0,Clear,"8 mph, L To R"
2500,2435,745460,Pittsburgh Pirates,Cincinnati Reds,Bailey Falter,Buck Farmer,5,6,4.43,70.0,72.0,97.0,45.0,2.16,1.286,3.04,24.0,25.0,70.0,29.0,2.41,1.197,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,82.0,Clear,"2 mph, Out To RF"
2501,2436,746995,Baltimore Orioles,Houston Astros,Cade Povich,Hunter Brown,5,7,5.2,46.0,49.0,69.0,34.0,2.03,1.431,3.49,66.0,71.0,179.0,60.0,2.98,1.271,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,77.0,Clear,"2 mph, Out To LF"
2502,2437,745702,New York Yankees,Colorado Rockies,Carlos Rodón,Kyle Freeland,0,3,3.96,77.0,81.0,195.0,57.0,3.42,1.223,5.24,66.0,73.0,85.0,26.0,3.27,1.412,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,78.0,Clear,"6 mph, R To L"
2503,2438,744889,Toronto Blue Jays,Los Angeles Angels,Chris Bassitt,Jack Kochanowicz,4,5,4.16,79.0,91.0,168.0,70.0,2.4,1.462,3.99,29.0,30.0,25.0,10.0,2.5,1.194,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,76.0,Clear,"8 mph, Out To RF"
2504,2439,746920,Boston Red Sox,Arizona Diamondbacks,Brayan Bello,Ryne Nelson,12,2,4.49,81.0,84.0,153.0,64.0,2.39,1.361,4.24,71.0,73.0,126.0,34.0,3.71,1.254,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,78.0,Partly Cloudy,"3 mph, In From LF"
2505,2440,746597,Cleveland Guardians,Texas Rangers,Tanner Bibee,Nathan Eovaldi,5,3,3.47,67.0,70.0,187.0,44.0,4.25,1.117,3.8,72.0,74.0,166.0,42.0,3.95,1.107,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,76.0,Partly Cloudy,"6 mph, In From RF"
2506,2441,746024,Miami Marlins,Chicago Cubs,Max Meyer,Kyle Hendricks,6,3,5.68,36.0,38.0,46.0,19.0,2.42,1.421,5.92,86.0,88.0,87.0,43.0,2.02,1.454,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,72.0,Roof Closed,"0 mph, None"
2507,2442,747080,Atlanta Braves,Washington Nationals,Chris Sale,MacKenzie Gore,2,3,2.38,47.0,48.0,225.0,39.0,5.77,1.013,3.9,72.0,93.0,181.0,65.0,2.78,1.419,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,82.0,Clear,"8 mph, L To R"
2508,2443,745870,Minnesota Twins,St. Louis Cardinals,David Festa,Andre Pallante,6,1,4.9,35.0,36.0,77.0,23.0,3.35,1.321,3.78,51.0,55.0,94.0,48.0,1.96,1.302,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,79.0,Partly Cloudy,"5 mph, R To L"
2509,2444,746268,Kansas City Royals,Philadelphia Phillies,Michael Wacha,Taijuan Walker,4,7,3.35,62.0,65.0,145.0,45.0,3.22,1.194,7.1,66.0,68.0,58.0,37.0,1.57,1.721,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,80.0,Cloudy,"9 mph, In From RF"
2510,2445,746758,Chicago White Sox,Detroit Tigers,Chris Flexen,Keider Montero,5,2,4.95,88.0,95.0,123.0,63.0,1.95,1.519,4.76,52.0,54.0,77.0,31.0,2.48,1.332,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,80.0,Clear,"8 mph, In From RF"
2511,2446,745378,San Diego Padres,New York Mets,Joe Musgrove,Paul Blackburn,0,7,3.88,43.0,44.0,101.0,23.0,4.39,1.174,4.66,39.0,41.0,59.0,21.0,2.81,1.288,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,72.0,Clear,"8 mph, L To R"
2512,2447,745625,Oakland Athletics,Milwaukee Brewers,JP Sears,Aaron Civale,11,3,4.38,88.0,93.0,137.0,49.0,2.8,1.223,4.36,78.0,82.0,149.0,52.0,2.87,1.304,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,69.0,Partly Cloudy,"12 mph, Out To RF"
2513,2448,745217,Seattle Mariners,San Francisco Giants,Luis Castillo,Hayden Birdsong,5,6,3.64,71.0,73.0,175.0,47.0,3.72,1.169,4.75,38.0,39.0,88.0,43.0,2.05,1.389,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,57.0,Roof Closed,"0 mph, None"
2514,2449,746111,Los Angeles Dodgers,Tampa Bay Rays,Bobby Miller,Tyler Alexander,3,7,8.52,53.0,53.0,52.0,30.0,1.73,1.768,5.1,61.0,61.0,90.0,24.0,3.75,1.245,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,73.0,Clear,"8 mph, Out To RF"
2515,2450,745703,New York Yankees,Colorado Rockies,Will Warren,Bradley Blalock,9,2,10.32,26.0,27.0,29.0,10.0,2.9,1.897,5.87,20.0,22.0,20.0,20.0,1.0,1.793,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,82.0,Partly Cloudy,"6 mph, Out To LF"
2516,2451,744890,Toronto Blue Jays,Los Angeles Angels,Bowden Francis,Carson Fulmer,1,3,3.3,38.0,41.0,92.0,22.0,4.18,0.926,4.15,40.0,45.0,81.0,40.0,2.03,1.396,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,76.0,Sunny,"9 mph, Out To CF"
2517,2452,746996,Baltimore Orioles,Houston Astros,Albert Suárez,Framber Valdez,2,3,3.7,55.0,56.0,108.0,43.0,2.51,1.294,2.91,57.0,60.0,169.0,55.0,3.07,1.106,0.315,0.435,235.0,4.85,489.0,1359.0,14.0,0.322,0.418,190.0,4.6,448.0,1176.0,28.0,84.0,Partly Cloudy,"8 mph, R To L"
2518,2453,745617,Oakland Athletics,Milwaukee Brewers,Joe Boyle,Colin Rea,9,5,6.42,34.0,35.0,56.0,40.0,1.4,1.72,4.29,80.0,83.0,135.0,43.0,3.14,1.264,0.301,0.393,196.0,3.97,493.0,1502.0,11.0,0.326,0.403,177.0,4.8,597.0,1459.0,19.0,73.0,Partly Cloudy,"9 mph, Out To RF"
2519,2454,746917,Boston Red Sox,Arizona Diamondbacks,Kutter Crawford,Zac Gallen,4,1,4.36,89.0,97.0,175.0,51.0,3.43,1.122,3.65,60.0,62.0,156.0,54.0,2.89,1.264,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,83.0,Partly Cloudy,"6 mph, In From LF"
2520,2455,745218,Seattle Mariners,San Francisco Giants,George Kirby,Blake Snell,4,3,3.53,75.0,82.0,179.0,23.0,7.78,1.068,3.12,36.0,38.0,145.0,44.0,3.3,1.048,0.311,0.376,185.0,4.17,571.0,1625.0,14.0,0.305,0.396,177.0,4.28,492.0,1452.0,15.0,59.0,Roof Closed,"0 mph, Calm"
2521,2456,746022,Miami Marlins,Chicago Cubs,Valente Bellozo,Shota Imanaga,14,2,3.67,28.0,31.0,44.0,21.0,2.1,1.311,2.91,56.0,66.0,174.0,28.0,6.21,1.021,0.3,0.378,150.0,3.93,403.0,1410.0,16.0,0.317,0.393,170.0,4.54,546.0,1362.0,19.0,72.0,Roof Closed,"0 mph, None"
2522,2457,745457,Pittsburgh Pirates,Cincinnati Reds,Jake Woodford,Julian Aguiar,10,2,7.97,31.0,37.0,26.0,9.0,2.89,1.629,6.25,22.0,22.0,19.0,12.0,1.58,1.326,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,87.0,Clear,"4 mph, Calm"
2523,2458,746599,Cleveland Guardians,Texas Rangers,Ben Lively,Jon Gray,5,13,3.81,64.0,67.0,118.0,49.0,2.41,1.245,4.47,51.0,54.0,86.0,28.0,3.07,1.315,0.307,0.395,185.0,4.4,466.0,1196.0,30.0,0.305,0.38,176.0,4.22,490.0,1284.0,20.0,77.0,Partly Cloudy,"7 mph, In From CF"
2524,2459,745868,Minnesota Twins,St. Louis Cardinals,Pablo López,Sonny Gray,0,6,4.08,84.0,90.0,198.0,41.0,4.83,1.192,3.84,71.0,79.0,203.0,39.0,5.21,1.088,0.315,0.411,183.0,4.58,473.0,1306.0,15.0,0.312,0.392,165.0,4.15,478.0,1318.0,10.0,84.0,Partly Cloudy,"9 mph, In From RF"
2525,2460,746271,Kansas City Royals,Philadelphia Phillies,Brady Singer,Ranger Suárez,11,2,3.71,74.0,77.0,170.0,54.0,3.15,1.275,3.46,58.0,63.0,145.0,41.0,3.54,1.201,0.306,0.403,170.0,4.54,429.0,1161.0,22.0,0.325,0.425,198.0,4.84,515.0,1370.0,21.0,91.0,Partly Cloudy,"13 mph, R To L"
2526,2461,746756,Chicago White Sox,Detroit Tigers,Ky Bush,Tarik Skubal,13,4,5.6,11.0,11.0,11.0,16.0,0.69,2.038,2.39,51.0,54.0,228.0,35.0,6.51,0.922,0.278,0.34,133.0,3.13,395.0,1403.0,8.0,0.3,0.385,162.0,4.21,476.0,1461.0,12.0,86.0,Cloudy,"9 mph, In From LF"
2527,2462,747077,Atlanta Braves,Washington Nationals,Charlie Morton,Jake Irvin,2,4,4.19,77.0,85.0,167.0,65.0,2.57,1.325,4.41,92.0,97.0,156.0,52.0,3.0,1.199,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,84.0,Clear,"6 mph, R To L"
2528,2463,745377,San Diego Padres,New York Mets,Michael King,David Peterson,7,1,2.95,57.0,71.0,201.0,63.0,3.19,1.192,2.9,39.0,44.0,101.0,46.0,2.2,1.289,0.324,0.42,190.0,4.69,458.0,1077.0,18.0,0.319,0.415,207.0,4.74,514.0,1382.0,11.0,71.0,Clear,"8 mph, L To R"
2529,2464,746108,Los Angeles Dodgers,Tampa Bay Rays,Clayton Kershaw,Taj Bradley,9,8,4.5,15.0,19.0,24.0,9.0,2.67,1.5,4.11,63.0,68.0,154.0,47.0,3.28,1.225,0.335,0.446,233.0,5.2,602.0,1336.0,33.0,0.302,0.366,147.0,3.73,493.0,1485.0,15.0,76.0,Clear,"10 mph, L To R"
2530,2465,747078,Atlanta Braves,Washington Nationals,Reynaldo López,DJ Herz,5,1,1.99,30.0,32.0,148.0,42.0,3.52,1.106,4.16,41.0,45.0,106.0,36.0,2.94,1.263,0.309,0.415,213.0,4.35,485.0,1461.0,11.0,0.309,0.375,135.0,4.07,456.0,1220.0,11.0,82.0,Sunny,"6 mph, L To R"
2531,2466,746918,Boston Red Sox,Arizona Diamondbacks,Tanner Houck,Merrill Kelly,7,5,3.12,62.0,75.0,154.0,48.0,3.21,1.142,4.03,33.0,35.0,63.0,19.0,3.32,1.167,0.319,0.423,194.0,4.64,493.0,1570.0,30.0,0.337,0.44,211.0,5.47,569.0,1265.0,17.0,84.0,Cloudy,"3 mph, Out To CF"
2532,2467,745459,Pittsburgh Pirates,Cincinnati Reds,Luis L. Ortiz,Nick Martinez,3,4,,,,,,,,3.1,49.0,56.0,116.0,18.0,6.44,1.026,0.301,0.371,160.0,4.1,485.0,1506.0,14.0,0.305,0.388,174.0,4.31,496.0,1459.0,7.0,87.0,Partly Cloudy,"2 mph, Out To LF"
2533,2468,745706,New York Yankees,Colorado Rockies,Marcus Stroman,Austin Gomber,3,10,4.31,74.0,81.0,113.0,60.0,1.88,1.468,4.75,87.0,89.0,116.0,38.0,3.05,1.309,0.333,0.429,237.0,5.03,672.0,1326.0,26.0,0.304,0.4,179.0,4.21,453.0,1617.0,20.0,83.0,Partly Cloudy,"7 mph, R To L"
2534,2469,744892,Toronto Blue Jays,Los Angeles Angels,Kevin Gausman,Tyler Anderson,2,8,3.83,77.0,86.0,162.0,56.0,2.89,1.221,3.81,76.0,83.0,142.0,73.0,1.95,1.288,0.313,0.389,156.0,4.14,510.0,1233.0,18.0,0.301,0.369,165.0,3.92,482.0,1416.0,4.0,73.0,Partly Cloudy,"9 mph, Out To CF"
